Results
Error; Caru3_iGFP_1_5_PLB_VitC_Nuc_Nh4Cl_Vera_1loop_v043_PRJ.ome.tiff; 'utf-8' codec can't decode byte 0xfa in position 75: invalid start byte
Error; Caru3_iGFP_1_5_PLB_VitC_Nuc_Nh4Cl_Vera_1loop_v029_PRJ.ome.tiff; 'utf-8' codec can't decode byte 0xfa in position 75: invalid start byte
Error; Caru3_iGFP_1_5_PLB_VitC_Nuc_Nh4Cl_Vera_1loop_v045_PRJ.ome.tiff; 'utf-8' codec can't decode byte 0xfa in position 75: invalid start byte
Error; Caru3_iGFP_1_5_PLB_VitC_Nuc_Nh4Cl_Vera_1loop_v033_PRJ.ome.tiff; 'utf-8' codec can't decode byte 0xfa in position 75: invalid start byte
Error; Caru3_iGFP_1_5_PLB_VitC_Nuc_Nh4Cl_Vera_1loop_v038_PRJ.ome.tiff; 'utf-8' codec can't decode byte 0xfa in position 75: invalid start byte
Error; Caru3_iGFP_1_5_PLB_VitC_Nuc_Nh4Cl_Vera_1loop_v019_PRJ.ome.tiff; 'utf-8' codec can't decode byte 0xfa in position 75: invalid start byte
Error; Caru3_iGFP_1_5_PLB_VitC_Nuc_Nh4Cl_Vera_1loop_v009_PRJ.ome.tiff; 'utf-8' codec can't decode byte 0xfa in position 75: invalid start byte
Error; Caru3_iGFP_1_5_PLB_VitC_Nuc_Nh4Cl_Vera_1loop_v002_PRJ.ome.tiff; 'utf-8' codec can't decode byte 0xfa in position 75: invalid start byte
Error; Caru3_iGFP_1_5_PLB_VitC_Nuc_Nh4Cl_Vera_1loop_v027_PRJ.ome.tiff; 'utf-8' codec can't decode byte 0xfa in position 75: invalid start byte
Error; Caru3_iGFP_1_5_PLB_VitC_Nuc_Nh4Cl_Vera_1loop_v012_PRJ.ome.tiff; 'utf-8' codec can't decode byte 0xfa in position 75: invalid start byte
Error; Caru3_iGFP_1_5_PLB_VitC_Nuc_Nh4Cl_Vera_1loop_v016_PRJ.ome.tiff; 'utf-8' codec can't decode byte 0xfa in position 75: invalid start byte
Error; Caru3_iGFP_1_5_PLB_VitC_Nuc_Nh4Cl_Vera_1loop_v025_PRJ.ome.tiff; 'utf-8' codec can't decode byte 0xfa in position 75: invalid start byte
Error; Caru3_iGFP_1_5_PLB_VitC_Nuc_Nh4Cl_Vera_1loop_v034_PRJ.ome.tiff; 'utf-8' codec can't decode byte 0xfa in position 75: invalid start byte
Error; Caru3_iGFP_1_5_PLB_VitC_Nuc_Nh4Cl_Vera_1loop_v014_PRJ.ome.tiff; 'utf-8' codec can't decode byte 0xfa in position 75: invalid start byte
Error; Caru3_iGFP_1_5_PLB_VitC_Nuc_Nh4Cl_Vera_1loop_v006_PRJ.ome.tiff; 'utf-8' codec can't decode byte 0xfa in position 75: invalid start byte
